SK_ID_CURR,ext_source_3,ext_source_2,replacement_occupation_laborers,days_birth,age,code_gender_m,code_gender_f,name_income_type_working,name_education_type_higher_education,region_rating_client_w_city,region_rating_client,days_id_publish,name_education_type_secondary__secondary_special,intervalle_age_2635,intervalle_age_5665,occupation_type_laborers,flag_document_3,flag_emp_phone,occupation_type_pensioner,name_income_type_pensioner,replacement_occupation_pensioner,organization_type_xna,days_last_phone_change,days_employed,totalarea_mode,name_contract_type,region_population_relative,days_registration,replacement_occupation_core_staff,def_60_cnt_social_circle,occupation_type_drivers,replacement_occupation_managers,def_30_cnt_social_circle,organization_type_business_entity_type_3,intervalle_age_66,organization_type_selfemployed,amt_credit,amt_goods_price,reg_city_not_work_city,intervalle_age_025,flag_document_6,name_housing_type_with_parents,occupation_type_core_staff,occupation_type_lowskill_laborers,name_housing_type_house__apartment,occupation_type_managers,flag_work_phone,flag_phone,name_income_type_state_servant,name_family_status_civil_marriage,occupation_type_sales_staff,reg_city_not_live_city,intervalle_revenu_225001,hour_appr_process_start,occupation_type_accountants,duree_moyenne_credit,name_family_status_widow,live_city_not_work_city,flag_own_car,name_family_status_married,name_family_status_single__not_married,organization_type_school,amt_req_credit_bureau_year,occupation_type_security_staff,amt_annuity,organization_type_construction,intervalle_age_4655,cnt_children,name_housing_type_rented_apartment,obs_30_cnt_social_circle,obs_60_cnt_social_circle,occupation_type_cooking_staff,organization_type_transport_type_3,amt_req_credit_bureau_mon,flag_document_13,organization_type_bank,intervalle_revenu_90001135000,emergencystate_mode,occupation_type_high_skill_tech_staff,organization_type_medicine,name_income_type_commercial_associate,intervalle_age_3645,organization_type_restaurant,flag_document_14,organization_type_trade_type_3,years_beginexpluatation_medi,years_beginexpluatation_avg,organization_type_other,organization_type_police,organization_type_university,organization_type_transport_type_4,occupation_type_waitersbarmen_staff,intervalle_revenu_135001180000,years_beginexpluatation_mode,cnt_fam_members,occupation_type_medicine_staff,name_housing_type_municipal_apartment,organization_type_security,organization_type_security_ministries,organization_type_military,name_education_type_lower_secondary,flag_document_18,flag_document_16,organization_type_business_entity_type_2,organization_type_trade_type_7,organization_type_trade_type_6,name_housing_type_office_apartment,occupation_type_cleaning_staff,name_education_type_academic_degree,organization_type_industry_type_12,occupation_type_it_staff,organization_type_electricity,organization_type_kindergarten,organization_type_culture,flag_document_17,flag_document_15,weekday_appr_process_start_saturday,intervalle_revenu_180001225000,flag_document_11,organization_type_government
127833,0.3185955240537633,0.7070493215359145,1,-20378,55.83013698630137,0,1,1,0,2,2,-3778,1,0,1,1,1,1,0,0,0,0,-1586.0,-3120,0.0423,0,0.031329,-11665.0,0,0.0,0,0,0.0,0,0,0,172512.0,172512.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,22.327315084449623,0,0,0,1,0,0,3.0,0,7726.5,0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9752,0.9752,0,0,0,0,0,1,0.9752,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
340631,0.7610263695502636,0.1806289580860808,1,-20984,57.49041095890411,0,1,0,0,2,2,-4546,1,0,1,1,1,1,0,0,0,0,0.0,-3376,0.0089,0,0.031329,-3264.0,0,0.0,0,0,0.0,0,0,0,207711.0,207711.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,13.940803382663848,1,1,0,0,0,0,3.0,0,14899.5,1,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.9622,0.9622,0,0,0,0,0,0,0.9623,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
169126,0.7764098512142026,0.6392593495226246,0,-14391,39.42739726027397,0,1,0,1,2,2,-4326,0,0,0,0,0,1,0,0,0,0,-931.0,-3304,0.0984,1,0.02461,-3651.0,0,1.0,0,1,1.0,1,0,0,135000.0,135000.0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,11,0,20.0,0,0,0,1,0,0,2.0,0,6750.0,0,0,1,0,2.0,2.0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0.9786,0.9786,0,0,0,0,0,1,0.9786,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360924,0.2276129150623945,0.6580690576392253,1,-18240,49.97260273972603,0,1,1,0,2,2,-1770,1,0,0,0,1,1,0,0,0,0,-650.0,-2816,0.024,0,0.004849,-3687.0,0,0.0,0,0,0.0,0,0,1,1125000.0,1125000.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,1,34.06458645592043,0,1,1,1,0,0,3.0,0,33025.5,0,1,1,0,6.0,6.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.9781,0.9781,0,0,0,0,0,0,0.9782,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157278,0.641691267490387,0.6642123711306529,0,-14412,39.484931506849314,0,1,0,1,2,2,-3707,0,0,0,0,1,1,0,0,0,0,-1290.0,-2763,0.1513,0,0.030755,-8320.0,0,0.0,0,1,0.0,1,0,0,450000.0,450000.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,0,17.33102253032929,0,0,0,1,0,0,0.0,0,25965.0,0,0,2,0,1.0,1.0,0,0,1.0,0,0,1,0,0,0,1,1,0,0,0,0.9846,0.9846,0,0,0,0,0,0,0.9846,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413234,0.6528965519806539,0.2622583692422573,1,-17292,47.37534246575343,0,1,0,0,2,2,-826,1,0,0,1,1,1,0,0,0,0,-1654.0,-585,0.4428,0,0.00712,-6126.0,0,0.0,0,0,0.0,0,0,1,755190.0,755190.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,0,25.107719928186714,1,1,0,0,0,0,2.0,0,30078.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.9881,0.9881,0,0,0,0,0,1,0.9881,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350748,0.41534714488434,0.6738957249694666,0,-23086,63.24931506849315,0,1,0,0,2,2,-4162,1,0,1,0,1,0,1,1,1,1,-528.0,365243,0.047,0,0.0145199999999999,-459.0,0,0.0,0,0,0.0,0,0,0,99000.0,99000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,8.740564163686928,0,0,0,0,1,0,7.0,0,11326.5,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9876,0.9876,0,0,0,0,0,0,0.9876,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120643,0.813917469762627,0.5699804362313378,0,-21144,57.92876712328767,0,1,0,0,2,2,-4554,1,0,1,0,0,0,1,1,1,1,0.0,365243,0.1369999999999999,0,0.018801,-7515.0,0,0.0,0,0,0.0,0,0,0,265306.5,265306.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11,0,10.214310464310463,0,0,0,1,0,0,3.0,0,25974.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9886,0.9886,0,0,0,0,0,0,0.9886,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113359,0.3791004853998145,0.6609172086848792,0,-15295,41.9041095890411,0,1,1,1,2,2,-3804,0,0,0,0,1,1,0,0,0,0,-1056.0,-1624,0.0068,0,0.025164,-9369.0,1,0.0,0,0,0.0,0,0,0,1971072.0,1971072.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,16,0,28.714828897338403,0,0,0,1,0,0,1.0,0,68643.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.9682,0.9682,0,0,0,0,0,0,0.9682,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441307,0.0463097464917085,0.7515917062803408,0,-17849,48.9013698630137,0,1,0,0,2,2,-1412,1,0,0,0,1,1,0,0,0,0,-3763.0,-4104,0.1515,0,0.026392,-4326.0,1,0.0,1,0,0.0,0,0,0,675000.0,675000.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,22.60397830018083,0,0,0,1,0,0,0.0,0,29862.0,0,1,1,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9925,0.9925,0,0,0,0,0,1,0.9926,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
373690,0.5059079527854919,0.6559352965627934,1,-10706,29.33150684931507,1,0,1,0,2,2,-3389,1,1,0,1,1,1,0,0,0,0,-1292.0,-956,0.0326,0,0.00702,-3018.0,0,0.0,0,0,0.0,0,0,1,656811.0,656811.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13,0,27.843952689813047,0,1,1,1,0,0,2.0,0,23589.0,0,0,0,0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9846,0.9846,0,0,0,0,0,0,0.9846,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
361287,0.2707073872651806,0.3463022354697229,0,-22974,62.942465753424656,0,1,0,0,2,2,-2398,1,0,1,0,1,0,1,1,1,1,-1218.0,365243,0.0027,0,0.0096569999999999,-7350.0,0,0.0,0,0,0.0,0,0,0,226422.0,226422.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,0,16.394916911045943,1,0,0,0,0,0,1.0,0,13810.5,0,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9801,0.9801,0,0,0,0,0,1,0.9801,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393979,0.5669082403182983,0.52303399986113,1,-15279,41.86027397260274,0,1,1,0,2,2,-3474,1,0,0,0,1,1,0,0,0,0,-2693.0,-5693,0.0454,0,0.018634,-1164.0,0,0.0,0,0,0.0,0,0,1,521280.0,521280.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,12,0,16.548571428571428,0,0,1,1,0,0,7.0,0,31500.0,0,0,0,0,2.0,2.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.9717,0.9717,0,0,0,0,0,0,0.9717,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152726,0.2055981385493208,0.0376719302399588,1,-10110,27.698630136986303,0,1,0,0,3,3,-1957,1,1,0,1,1,1,0,0,0,0,-1534.0,-1685,0.0382,0,0.006852,-393.0,0,0.0,0,0,0.0,1,0,0,450000.0,450000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,18.433179723502302,0,0,0,1,0,0,1.0,0,24412.5,0,0,1,0,2.0,2.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.9712,0.9712,0,0,0,0,0,0,0.9712,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
245385,0.2985949897873972,0.6083384163046962,0,-8211,22.495890410958904,1,0,0,0,1,1,-879,1,0,0,0,0,1,0,0,0,0,-191.0,-1088,0.1041,1,0.04622,-915.0,1,0.0,0,0,0.0,0,0,0,180000.0,180000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,20.0,0,0,0,1,0,0,1.0,0,9000.0,0,0,1,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9881,0.9881,0,0,0,0,0,1,0.9881,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
188221,0.1940678276718812,0.309656936665055,1,-15025,41.16438356164384,0,1,1,0,3,3,-3723,1,0,0,0,1,1,0,0,0,0,-1587.0,-2348,0.0628,0,0.010556,-2400.0,0,0.0,0,0,0.0,0,0,1,127350.0,127350.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,9.433333333333334,0,0,0,1,0,0,1.0,0,13500.0,0,0,1,0,0.0,0.0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.9866,0.9866,0,0,0,0,0,1,0.9866,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300422,0.3296550543128238,0.4294873577030429,1,-13811,37.83835616438356,1,0,1,0,2,2,-4592,0,0,0,0,0,1,0,0,0,0,-1794.0,-5529,0.0017,0,0.010966,-7895.0,0,0.0,1,0,0.0,0,0,0,295668.0,295668.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,20.56463223787168,0,0,1,1,0,0,2.0,0,14377.5,0,0,2,0,0.0,0.0,0,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0.9806,0.9806,0,0,0,0,0,0,0.9806,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202685,0.5136937663039473,0.6431281223390132,0,-11877,32.53972602739726,0,1,1,1,2,2,-3303,0,1,0,0,1,1,0,0,0,0,-2286.0,-222,0.2391,0,0.028663,-527.0,1,0.0,0,0,0.0,0,0,0,225000.0,225000.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,17,0,9.285051067780874,0,0,1,1,0,0,0.0,0,24232.5,0,0,1,0,0.0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.998,0.998,0,0,0,0,0,0,0.998,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104834,0.4830501881366946,0.6667534895949963,0,-20978,57.47397260273973,0,1,0,0,2,2,-4523,1,0,1,0,0,0,1,1,1,1,-1647.0,365243,0.1524,0,0.02461,-1291.0,0,0.0,0,0,0.0,0,0,0,215640.0,215640.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,0,22.402992052360915,0,0,0,0,1,0,2.0,0,9625.5,0,0,0,0,0.0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.9906,0.9906,0,0,0,0,0,0,0.9906,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348665,0.5779691187553125,0.7187211281502209,0,-11127,30.48493150684932,0,1,0,1,2,2,-3671,0,1,0,0,0,1,0,0,0,0,-1637.0,-2395,0.0273,0,0.035792,-5227.0,1,0.0,0,0,1.0,0,0,0,675000.0,675000.0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,12,0,23.677979479084453,0,1,0,0,1,0,1.0,0,28507.5,0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9841,0.9841,1,0,0,0,0,1,0.9841,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208879,0.0005272652387098,0.7360061891981676,0,-12713,34.83013698630137,0,1,0,0,2,2,-5275,1,1,0,1,1,1,0,0,0,0,-495.0,-548,0.085,0,0.030755,-843.0,1,0.0,0,0,0.0,0,0,0,1223010.0,1223010.0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,14,0,25.14851485148515,0,0,0,1,0,0,0.0,0,48631.5,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9826,0.9826,0,0,0,0,0,0,0.9826,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
339037,0.7610263695502636,0.6421739607836585,1,-17792,48.74520547945205,0,1,0,0,2,2,-1330,1,0,0,0,1,1,0,0,0,0,-667.0,-553,0.0461,0,0.0196889999999999,-1252.0,0,0.0,0,0,0.0,0,0,1,835380.0,835380.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,20.71875,0,0,0,0,1,0,2.0,0,40320.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0.9717,0.9717,0,0,0,0,0,0,0.9717,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392083,0.5221937298774719,0.6278217298821808,1,-11744,32.175342465753424,1,0,1,0,2,2,-4419,1,1,0,0,1,1,0,0,0,0,-8.0,-224,0.1095,0,0.018801,-6017.0,0,0.0,1,0,0.0,0,0,0,911079.0,911079.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,17,0,34.89520854877628,0,0,1,1,0,0,0.0,0,26109.0,0,0,1,0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9776,0.9776,0,0,0,0,0,1,0.9777,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
437296,0.7801436381572275,0.3187554097491938,1,-16083,44.06301369863014,0,1,1,0,2,2,-4193,1,0,0,0,0,1,0,0,0,0,0.0,-1811,0.0808,0,0.003813,-6971.0,0,0.0,0,0,0.0,0,0,0,1525482.0,1525482.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,13,0,36.25237942466046,0,1,1,1,0,0,2.0,0,42079.5,0,0,0,0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.9881,0.9881,0,0,0,0,0,0,0.9881,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306411,0.8050196619153701,0.6684179785279161,0,-21113,57.84383561643836,0,1,0,1,2,2,-4588,0,0,1,0,1,0,1,1,1,1,-1981.0,365243,0.0279,0,0.030755,-11339.0,0,0.0,0,0,0.0,0,0,0,1546020.0,1546020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,34.20209059233449,0,0,0,1,0,0,0.0,0,45202.5,0,0,0,0,3.0,3.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9727,0.9727,0,0,0,0,0,0,0.9727,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
418448,0.4794489811780563,0.2798650214969844,1,-14755,40.42465753424658,0,1,1,0,2,2,-1146,1,0,0,1,1,1,0,0,0,0,-1876.0,-3158,0.0617,0,0.025164,-782.0,0,0.0,0,0,0.0,0,0,0,281493.0,281493.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,21.910332749562173,0,0,0,1,0,0,1.0,0,12847.5,0,0,1,0,3.0,3.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.9717,0.9717,0,0,0,1,0,1,0.9717,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
